district	zone	SchoolID	SchName	SchAddress	PINCD	CRCSchAddress	Sch_Type	MuncipalityName	RuralUrban	Udise_Code	ESTDYEAR	CWSNSCH_YN	cwsn_sch_type	School_Deatils_STD	School_Deatils_Landline_Phone	School_Deatils_MobileNO	School_Incharge_Name	School_Incharge_Designation	School_Incharge_MobileNo	Respondent_Name	Respondent_Designation	Respondent_MobileNo	EMAIL	WEBSITE	School_Gender	School_Level	School_Nomenclature	LOWCLASS	HIGHCLASS	Shiftofschool	typeofschool	SCHMGT_Group	SCHMGT	minoritymanagedschool_YN	TYPEofminoritymanagedschool	MEDINSTR1	MEDINSTR2	MEDINSTR3	MEDINSTR4	MTONGUE_YN	LANG1	LANG2	LANG3	LANG4	LANG5	VISITSCRC	workdays_pre_pri	workdays_pri	WORKSDAYS_UPR	WORKSDAYS_SEC	workdays_hsec	sch_hrs_stu_pre_pri_h	sch_hrs_stu_pre_pri_m	sch_hrs_stu_pri_h	sch_hrs_stu_pri_m	sch_hrs_stu_upr_h	sch_hrs_stu_upr_m	sch_hrs_stu_sec_h	sch_hrs_stu_sec_m	sch_hrs_stu_hsec_h	sch_hrs_stu_hsec_m	sch_hrs_tch_pre_pri_h	sch_hrs_tch_pre_pri_m	sch_hrs_tch_pri_h	sch_hrs_tch_pri_m	sch_hrs_tch_upr_h	sch_hrs_tch_upr_m	sch_hrs_tch_sec_h	sch_hrs_tch_sec_m	sch_hrs_tch_hsec_h	sch_hrs_tch_hsec_m
North West A	10	1253194	Nav Nitin Public School	"Gali No-12 Libaspur, Delhi"	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601804	2000	No		11	27830649	9899996104	INDRESH MOHINI	Head Master/Principal	9899996104	BHARTI YADAV	Teacher	9811906104	NAVNIYINPUBLICSCHOOL@GMAIL.COM		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		210						5	0									6	0						
North	7	1253198	Swami Vivekanand Public School	"A-8, Amrit Vihar Burari Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600706	2005	No		11	27619842	9891214294	MEENAKSHI KATOCH	Head Master/Principal	9891214294	MEENAKSHI KATOCH	Head of the School/In-Charge	9350928394	svivekanandps@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						5	30									6	30						
North	8	1253302	Guru Nanak Dev Khalsa Public School	"A-494, Shastri Nagar, Delhi"	110052	"1208095:-Govt. Sarvodaya Kanya Vidyalaya, Lalita Block, Shastri Nagar Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020607301	1975	No		11	23641982	9910573809	saroj kumar	Head Master/Principal	9910573809	saroj kumar	Head of the School/In-Charge	9910573809			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	Punjabi	NA	NA	0		220						6	0									6	30						
North	7	1253305	Suther Shah Public School	Yamuna Bazar Delhi	110054	"1207035:-Govt. Sarvodaya Kanya Vidyalaya, Malka Ganj, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020607701	1994	No		11	23860621	9811065561	SUSHMA KHANNA	Head Master/Principal	9811065561	SUSHMA KHANNA	Head of the School/In-Charge	9811065561			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		225						5	30									6	30						
North	7	1253307	Northend Public School	Conductor Colony Burari Delhi	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600705	2000	No		11	11111111	9868156474	MEENU VERMA	Head Master/Principal	9868156474	MEENU VERMA	Head of the School/In-Charge	9868156474	northendpublicschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		200						6	0									6	30						
North West A	9	1253308	Nav Jyoti Public School	"C-6, Shardhanand Colony Delhi"	110042	"1253007:-MCD Primary School (Co-ed) , J Block, Jahangirpuri, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601901	1998	No		11	27812839	9868123466	Mrs Sharma	Head Master/Principal	9868123466	Mrs Sharma	Head of the School/In-Charge	9868533533	njps1998@gmail.com		Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		230						5	10									6	10						
North West A	9	1253309	Swami Vivekanand Model School	"A-12 to 15, Sarai Peepalthala Adarsh Nagar Delhi"	110033	"1309031:-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601401	1997	No		11	27666666	7982055008	PARUL CHAUHAN	Head Master/Principal	9650094844	RAJ CHAUHAN	School Administration Staff/Official/Clerk	9599364108	swamivivekanandmodelschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		235						6	0									7	0						
North	7	1253310	Delhi Modern Public School	B-2 Mukand Pur Delhi	110042	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600602	2000	No		11	65721356	9958431007	PRAVESH	Head Master/Principal	9958431007	PRAVESH	Head of the School/In-Charge	9312206942	DMPSMUKANDPURD42@GMAIL.COM	https://www.dmps.com	Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	210	210				5	0	5	0							5	0	5	0						
North	7	1253313	Neo Shanti Niketan Public School	"A-Block, Indraprashtha Amrit Vihar Burari Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600701	2000	No		11	92782689	9278268920	Mamta	Head Master/Principal	9278268920	Rajbir Singh Tyagi	School Administration Staff/Official/Clerk	9968874756	snpschool@yahoo.com		Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		225						5	0									5	30						
North	7	1253314	Arya Model Public School	"Arya Samaj Mandir, Timar Pur, Delhi"	110007	"1253084:-MCD Pratibha Vidyalaya (Co-ed) , Lancers Road, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020601002	1984	No		11	27873510	9968291004	GEETIKA	Head Master/Principal	9015564492	Santosh Rathi	School Administration Staff/Official/Clerk	9968291004	shuklasunita904@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		220						5	0									6	0						
North West A	9	1253326	Kanwaljeet's Happy Public School	"D-31, C.C. Colony Delhi"	110007	"1253127:-MCD Pratibha Vidyalaya (Co-ed) , Azad Pur Colony, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010607001	2000	No		11	27224263	8810294746	Meena	Head Master/Principal	8810294746	Meena	Head of the School/In-Charge	8810294746	khpsd31ccc@gmail.com		Co-Ed.	Primary	Nur to V	0	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	230	230				5	0	5	0							5	30	5	30						
North	7	1253403	Sant Gyan Public School	"K.No. 252/81, Block-C, Mukand Pur, Gali No.11, Delhi"	110033	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600603	2006	No		11	65367770	9891629755	SONIA	Head Master/Principal	9891629755	RAJIV SHARMA	School Administration Staff/Official/Clerk	9999108070			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		222						5	0									5	30						
North	7	1253404	MCD Primary School (Boys)	"Gali No-9, Wazirabad Village, Delhi"	110084	"1253084:-MCD Pratibha Vidyalaya (Co-ed) , Lancers Road, Delhi"	MCD	North Delhi Municipal Corporation	Urban	7020401007	1972	No		11	23961362	8130538727	VIJAY KUMAR GUPTA	Head Master/Principal	8130538727	HEMANT KUMAR	Head of the School/In-Charge	8383003783	wazirabadvillage2nd@gmail.com		Boys	Primary	I to V	1	5	Evening	Boy	A-State Government	Local Bodies	No		Hindi	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	15		220						5	30									5	45						
North West A	9	1253408	MCD Primary School New (Boys)	"Lal Bagh, Azadpur, Delhi"	110033	"1253127:-MCD Pratibha Vidyalaya (Co-ed) , Azad Pur Colony, Delhi"	MCD	North Delhi Municipal Corporation	Urban	7010407106	2008	No		11	27128333	8130569681	SANJAY	Acting Head Teacher	9992636398	SAPNA	Teacher	8130569681	MCPrimarylalbaghnew2@gmail.com		Boys	Primary	I to V	1	5	Evening	Boy	A-State Government	Local Bodies	No		Hindi	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	26		220						5	30									6	0						
North	7	1253411	MCD Primary School (Boys)	"Sant Nagar-I, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD	North Delhi Municipal Corporation	Urban	7020400603	2012	No		11	11111111	8130537959	MRITUNJAY THAKUR	Acting Head Teacher	8130537859	MRITUNJAY THAKUR	Head of the School/In-Charge	8130537859	Mcpssantnagar2@gmail.com		Boys	Primary	I to V	1	5	Evening	Boy	A-State Government	Local Bodies	No		Hindi	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	4		220						5	0									6	0						
North West A	10	1253413	Happy Children Public School	30 Mohan Nagar Samaipur Delhi	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601705	2006	No		11	25012068	9212688789	SHIKHA YADAV	Head Master/Principal	9212688789	Ritika	Teacher	8945123600	hcps996@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		222						5	45									6	0						
North West A	9	1253414	Holy Child Public School	476-D/E. Railway Road Azad Pur Delhi	110033	"1253127:-MCD Pratibha Vidyalaya (Co-ed) , Azad Pur Colony, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601402	2006	No		11	27425340	9999055071	USHA VERMA	Head Master/Principal	9999055071	PRATIKSHA	School Administration Staff/Official/Clerk	9899955072			Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						5	30									6	0						
North West A	10	1253416	Dev Convent School	Kh. No. 80 Gali No. 11 Railway Road Samaipur Delhi	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601708	2007	No		11	92132646	9213264614	SHALLU SHARMA	Head Master/Principal	9213264614	SHALLU SHARMA	Head of the School/In-Charge	9873534959	devconventschool@gmail.com		Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		220						6	0									6	30						
North West A	10	1253417	Shivani Convent School	H. No. 266Gali No.10 Samaipur Delhi	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601706	2005	No		11	27830207	9891142080	SWATI YADAV	Head Master/Principal	9891142080	NEHA	School Administration Staff/Official/Clerk	8130129131			Co-Ed.	Primary	I to VIII	1	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		209	209					5	0	5	0							5	30	5	30				
North	7	1253418	Ideal Public School	"B Block, Gali No.2, Saroop Vihar, Delhi"	110036	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600607	2006	No		11	11111111	9717502717	URMILA RANI	Head Master/Principal	9717502717	URMILA RANI	Head of the School/In-Charge	9818055717	idealschool125@gmail.com	http://123.com	Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	220	220				6	0	6	0							6	30	6	30						
North	7	1253419	Bright Star Model School	"154,41 Feet Road Kamal Pur Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600609	2006	No		11	11111111	9250364135	Mohit chauhan	Head Master/Principal	9250639395	Mohit Chauhan	Head of the School/In-Charge	9250364135	brightbsmsedu@yahoo.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	Hindi	English	NA	NA	NA	0		225						5	30									6	0						
North	7	1253422	Pioneer Public School	"A 1, Block, Plot No.25, Sant Nagar, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600709	2009	No		11	64642627	9810147045	NUPUR GANDHI	Head Master/Principal	9810147045	NUPUR GANDHI	Head of the School/In-Charge	9810147045			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						6	0									6	30						
North	7	1253423	Ujjwal Public School	"25 Foota Road, Kaushik Enclave Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600710	2005	No		11	27619421	8595899335	RUKSANA AHMED	Head Master/Principal	8595899335	RUKSANA AHMED	School Administration Staff/Official/Clerk	8595899335			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						6	0									6	30						
North	7	1253424	Jawahar Public School	"H.No.186-187, Kh.No.13/10/1 West Sant Ngr, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600808	2005	No		11	11111111	9818148265	BHAWNA KUMARI	Head Master/Principal	9818148265	BHAWNA KUMARI	Head of the School/In-Charge	9818148265			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						6	0									6	30						
North	7	1253426	R.D.Public School	"D-11 Harijan Basti Ekta Enclave Kamalpur Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600608	2005	No		11	11111111	9540646634	PROMILA	Head Master/Principal	9540646634	PROMILA	Head of the School/In-Charge	6540646634			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		Hindi	NA	NA	NA	Yes	Hindi	NA	NA	NA	NA	0		220						6	0									6	30						
North	7	1253427	Amrit Modern Public School	"A-1 Block, H.No.86 Gali No.6 Amrit Vihar Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600713	2009	No		11	11111111	9213746497	DHARMANDER	Head Master/Principal	9213746497	DHARMANDER	Head of the School/In-Charge	9990448822	dharmandermalhotra@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		225						6	0									6	30						
North	7	1253428	Ambey Public School	"Gali No.59-69, B-Block, Sant Nagar Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600809	2006	No		11	65590613	9718596148	LAL BAHADUR YADAV	Head Master/Principal	8920469769	LAL BAHADUR YADAV	Head of the School/In-Charge	9871329984	schoolambeypublic@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		202						6	15									6	30						
North	7	1253429	Neel Kanth Public School	"A-35, Kamal Vihar Sant Nagar, Burari Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600610	2005	No		11	11111111	9811153120	JYOTI BISHT	Head Master/Principal	9811153120	JYOTI BISHT	Head of the School/In-Charge	9811153120	spmyadav@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		220						6	0									6	30						
North West A	9	1253431	St. Model Public School	"I-21, St No.35, Mahendra Park Main Rd, Delhi"	110033	"1309031:-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601302	2006	No		11	27638376	9811049197	Harvinder singh	Acting Head Teacher	9811049197	Ramneek singh	Head of the School/In-Charge	9811049197	hs.smps@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		225						6	0									7	0						
North West A	9	1253432	Anupam Public School	6 A Libas Pur Delhi	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601805	2006	No		11	27839307	9811867540	SUMAN DEVI	Head Master/Principal	9811867540	Archana	Teacher	9560912270	anupampublicschool42@gmail.com		Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		220						6	0									6	30						
North West A	10	1253433	Asha Ram Model School	373 Near Vijay Gas Agency Badli Delhi	110042	"1310009:-Govt. Boys Sr. Sec. School, Badli, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601707	2009	No		11	11111111	9136176066	SONIA	Head Master/Principal	9136176066	Sangeeta	Teacher	8287010174	asharammodel@gmail.com		Co-Ed.	Primary	I to V	1	5	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		231						5	30									6	15						
North West A	9	1253434	New Gurukul Model School	"Kh No 726 G Blk Gali No-3 Bhalswa Dairy, Delhi"	110042	"1253007:-MCD Primary School (Co-ed) , J Block, Jahangirpuri, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601903	2005	No		11	27670622	9717776668	Ritu gupta	Head Master/Principal	9717776668	RITU GUPTA	Teacher	9717776668	newgurukulmodelschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	Sanskrit	English	NA	NA	0		220						6	0									6	0						
North	7	1253435	Tagore International Public School	"Kh.No.28/8/2, Gali 6, Sangam Vihar, Near Wazirabad Village Delhi"	110084	"1253084:-MCD Pratibha Vidyalaya (Co-ed) , Lancers Road, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020601003	2006	No		11	90133372	9013337207	Kiran Maurya	Head Master/Principal	9013337207	Kiran Maurya	Head of the School/In-Charge	9013337207	tipswazirabad@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	220	220				5	0	6	0							6	0	6	0						
North	7	1253436	Akash Deep Public School	"Fauji Colony, Mukundpur, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600612	2014	No		11	11111111	9716289526	HIMANSHU VERMA	Head Master/Principal	9910052446	HIMANSHU VERMA	Head of the School/In-Charge	9716289526			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		224						5	30									6	0						
North	7	1253437	Rajdhan Public School	"J-49, Harijan Basti, Ekta Enclave, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600614	2014	No		11	27612462	9711994365	Anubhuti	Head Master/Principal	9711994365	Garima	School Administration Staff/Official/Clerk	7703893793	tomergarima85@yahoo.in		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		210						6	0									7	0						
North	7	1253439	Convent of Modern Education	"Plot No.118, St.No.9, Wazirabad, Delhi"	110084	"1253084:-MCD Pratibha Vidyalaya (Co-ed) , Lancers Road, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020601004	2014	No		11	11111111	9350209199	GARGI SHARMA	Head Master/Principal	7678626277	MANZOOR HUSAIN	School Administration Staff/Official/Clerk	9350209199			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	Urdu	NA	NA	0		221						6	0									6	0						
North	7	1253440	Pragati Memorial Public School	"Plot No.16, Gali No.17, A-1 Block, Bengali Colonyny Sant Ngr, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600810	2014	No		11	79857830	7985783011	Mrs. Shushmita Kumari	Head Master/Principal	9350624862	Mr. Narendra Bishal	In-Charge from Block/District/Cluster	7838399117	pragatimemorialpublicschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		222						6	0									6	30						
North	7	1253441	City Montessary School	"Khasra No.588/2, Pradhan Enclave Marg, Vill. Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Rural	7020600717	2014	No		11	37611384	9818210957	RAJESH KUMAR	Head Master/Principal	9868454481	ravinder tyagi	Head of the School/In-Charge	8700635959	citymontessary@gmail .com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		223						5	0									5	0						
North	7	1253442	Lord Krishna Convent School	"Opp.Apex School, Gali No.94, B-Block, Sant Ngr, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600812	2014	No		11	76830779	7683077907	SUPRIYA GUPTA	Head Master/Principal	7683077907	POOJA	School Administration Staff/Official/Clerk	9899222565	lordkrishnaconventschool@gmail.com		Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0		230						6	0									6	30						
North	7	1253443	Premier Public School	"Gali No.6, Shiv Kunj, Sant Ngr, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600814	2014	No		11	71523029	9213165232	MAMTA CHAUHAN	Asst. Head Master/VicePrincipal	9213165232	MAMTA CHAUHAN	Head of the School/In-Charge	9711947663	premierpublicschool551@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	NA	NA	NA	0	201	201				5	0	6	0							6	0	6	15						
North	7	1253444	New Green Valley Public School	"B Block, Sant Ngr, St. No.111, Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600811	2014	No		11	11111111	9810956068	Prerna Rautela	Head Master/Principal	9818270381	Prerna Rautela	Head of the School/In-Charge	9810956068	birender.rautela007@gmail.com		Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	Hindi	English	NA	NA	NA	0	220	220				4	30	5	30							6	0	6	0						
North	7	1253445	Geetanjali Modern School	"Kh.No.21/5, Street No.13, A2 Block, Harit Vihar, Sant Burari, Delhi"	110084	"1207111:-Govt. Girls Sr. Sec. School, Near Sant Nagar, Tomer Colony, Nathupura, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7020600716	2014	No		11	11111111	9312195490	VISHAKHA 	Head Master/Principal	9312195490	HARI KISHAN	Head of the School/In-Charge	9312688958			Co-Ed.	Primary	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		230						6	0									6	30						
North West A	9	1253446	Abhinav Presentation School	"B 4, Shankar Acharya Rd, Adarsh Ngr, Delhi"	110033	"1309031:-Govt. Sarvodaya Kanya Vidyalaya, Adarsh Nagar, Delhi"	MCD_UnAided	North Delhi Municipal Corporation	Urban	7010601403	2014	No		11	27675437	9818150534	Mrs Indu Aggarwal	Head Master/Principal	9818150534	Mrs Jyoti Aggarwal	Teacher	8800979870			Co-Ed.	Primary	Nur to V	0	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0	221	221				5	30	5	30							6	30	6	30						
